,作者名字,分数,评论次数,评论,date
11138,阿兔砸,10,0,( ˘•㉨•˘ )好好看,2018-08-19 09:06:56
11139,Yichen0828,10,0,不仅有意思，而且明白了保护好自己的身体是一件非常重要的事情！,2018-08-19 09:10:50
11140,路小生,10,0,喜欢喜欢!,2018-08-19 09:24:25
11141,モザザ,10,17,不准在我体内谈恋爱! 老子还单着呢!献血警告,2018-08-19 09:31:10
11142,繁花落幕゛,10,0,很萌,2018-08-19 09:59:59
11143,耿鬼sama,10,0,可以可以。。。。。。。,2018-08-19 10:08:45
11144,超限效应_,10,0,很有新意啊哈哈哈 让我们爱护身体？？,2018-08-19 10:15:08
11145,岁寒colder,10,0,超级喜欢血小板,2018-08-19 10:19:16
11146,最强包工头,10,0,为了血小板,2018-08-19 10:23:41
11147,良殿DA,10,0,要多爱护自己的身体呀,2018-08-19 10:40:22
11148,ChuiQue咴,10,0,太可爱了,2018-08-19 10:41:31
11149,齐木咸鱼,10,0,好看.jpg,2018-08-19 10:45:55
11150,十年君可归,10,0,啊啊啊，超级可爱啊ớ ₃ờ,2018-08-19 10:48:20
11151,雪琪飞无人悔,10,0,很好看,2018-08-19 10:48:30
11152,珍爱miku,10,0,我喜欢巨姐，就是因为胸大。,2018-08-19 10:55:18
11153,津浪殿,10,0,别人都是为了血小板买的大会员，我是看了血小板才知道自己还是大会员……,2018-08-19 11:00:42
11154,你怎么肥事啊,10,0,好看！！而且还能涨知识！,2018-08-19 11:03:43
11155,ZieHQ,8,0,片子本身很好    但弹幕和评论关掉观感体验才好,2018-08-19 11:07:01
11156,Aoiro青绾,10,0,好看！！！看完我的生物就变好了,2018-08-19 11:07:16
11157,Leohht,10,0,科普性乐趣性兼具，很棒的动漫,2018-08-19 11:10:02
11158,烟雨丶曲终尽,10,0,为了血小板！！,2018-08-19 11:11:22
11159,咀嚼麦子,10,0,人设太可爱了，创意满分(´▽`ʃƪ),2018-08-19 11:23:02
11160,丶魔王美树,10,0,很棒！5星支持(ฅ>ω<*ฅ),2018-08-19 11:29:15
11161,Steelstraightman,10,0,不错,2018-08-19 11:31:33
11162,小鹿丿乱撞灬,10,0,自从看了这部番 每看一集都有献血的冲动,2018-08-19 11:40:38
11163,氷空の花束-,10,0,非常好看呀,2018-08-19 11:46:41
11164,萌萌的狙击手,10,0,复习生物知识，太感谢了。,2018-08-19 11:55:56
11165,青春野狼不做夢,10,0,硬币有点多了,2018-08-19 11:59:53
11166,samurai麒时,10,1,看了新一集，必须要五星好评了，这一集直接升华了整个剧的深度。,2018-08-19 12:05:36
11167,七宗罪之傲慢路西法,10,0,一群现充细胞组成单身的我,2018-08-19 12:10:01
11168,猪弟弟0,10,0,好可爱的动漫番  会一直追的,2018-08-19 12:15:06
11169,为美好的未来奋斗吧,10,2,很萌的科普番，其实还是告诫我们自己要好好活着，你们身体里的细胞每天那么拼命活着就是为了你好啊！,2018-08-19 12:35:52
11170,Nihilever,10,0,为了健康，早睡早起多运动。。。,2018-08-19 12:37:00
11171,幼幼zi,10,10,一直想着年轻不怕耗，等到生病才发现，年轻不是100%的防护盾，好好爱惜身体才是真正的不怕耗,2018-08-19 12:42:30
11172,暗使剑神,10,0,什么时候出第二季啊！！,2018-08-19 12:56:02
11173,骑士Lancelot,10,0,血小板太萌，太可爱,2018-08-19 12:57:20
11174,傻girls,10,0,很好看,2018-08-19 12:58:42
11175,紫陌物语の伪,10,0,完美,2018-08-19 13:03:03
11176,海石Fizz,10,0,卡哇伊~~,2018-08-19 13:10:34
11177,舒连清,10,0,血小板太棒啦！,2018-08-19 13:23:23
11178,正在前往一一努巴尼,10,0,这番。。。。的弹幕笑死我了,2018-08-19 13:34:45
11179,666仙森,10,0,很棒的啊！,2018-08-19 13:46:56
11180,道戈斯坦恩,6,0,创意不错，但不禁看。,2018-08-19 13:56:36
11181,煎蛋的果子,10,0,把细胞拟人化，本身就是一个有趣的题材，而且情节生动，符合现实，用独特的方式讲解了人体知识，让人记住各种不同形象的不同细胞和预防疾病的方法。,2018-08-19 13:59:10
11182,初音彡未来,10,0,能长知识，给能对自己的身体有一定的了解，很棒的,2018-08-19 13:59:48
11183,飞来的柠檬,10,1,萌出血,2018-08-19 13:59:56
11184,沉睡邪神,8,0,构思很新颖，巧妙。是一部非常有科普意义的良心巨作，推荐。,2018-08-19 14:00:56
11185,奥观河,10,0,很棒,2018-08-19 14:01:56
11186,已也也已,2,0,呃……,2018-08-19 14:05:50
11187,曹不一,10,0,谢谢努力的你们,2018-08-19 14:37:14
11188,江湖陌小生lzx,10,0,好看,2018-08-19 14:37:48
11189,我喜欢温柔,2,1,高开低走！没有吸引力！刚开始觉得血小板挺萌的！看了三集坚持不下去……,2018-08-19 14:47:51
11190,Aww_h,10,0,健康のために、徹夜しないようにしてくださいね♥,2018-08-19 14:54:19
11191,转啊转丶,10,0,虽然是个小众题材。不可能满足每个人的口味。但改变不了这是个好番的事实。理智打分，不要因为自己口味不合的原因就一直刷低分,2018-08-19 14:58:24
11192,葅醢赋诗,10,0,nice 我觉得很好的番剧,2018-08-19 15:02:41
11193,水水不泡茶,10,0,不看不知道一看吓一跳，原来身体里怎么多战争的吗，深深意识到活的不容易啊。,2018-08-19 15:14:34
11194,小爱哥哥y,10,0,血小板   血小板  血小板！！！,2018-08-19 15:27:31
11195,HapoHico,10,10,首先从创意上来说就非常新颖，虽然也有过类似创意的电影，但是相对来说这部动画还算是第一次，而且各个设定也是非常科学，作为医学生看得是热血沸腾呐！其次，无论从人设，剧情，原画，配色，场景，音乐都非常棒！,2018-08-19 15:39:26
11196,却道天凉好个篍,10,0,既有趣味性又带有科普性质,2018-08-19 15:45:19
11197,动不动就胖了f,8,0,很有趣,2018-08-19 15:52:04
11198,污丫喝水,10,0,献血警告！！,2018-08-19 16:04:22
11199,S君zZZ,10,0,无敌！,2018-08-19 16:07:20
11200,in_a_mian_ju,10,0,良心动漫，知识科普不会令人反感，重要的是人物形象塑造的很好,2018-08-19 16:07:37
11201,焦耳尔,8,0,还行，给理科生补生物,2018-08-19 16:35:38
11202,弹幕机器人23,10,0,满分不解释,2018-08-19 16:45:53
11203,夜辞明,10,1,我觉得白血球好萌呀,2018-08-19 17:34:26
11204,污伯特,10,0,就医疗常识的正面意义值得满分,2018-08-19 20:04:57
11205,幽雏子,10,1,这边看完血小板那集，了解血小板作用，这边我爸住院了，之前脑血栓造成的后遗症……自身血小板能形成血栓也算是少见的体质了（超级严重的），结果之前不懂的，竟然能听懂医生的话了，可以说这科普很到位了……,2018-08-19 20:13:31
11206,鹿飞熊惊,10,0,呜哇  身体里的大家都可爱过头了吧,2018-08-19 23:31:06
11207,_お可愛いこど丶,10,0,"我需要其他工作XX,让我好好学习",2018-08-20 00:51:49
11208,御坂妹妹171115号,10,0,五星好评！,2018-08-20 00:56:29
11209,xiayerong,10,3,第一次有这样的想法：我不想去整容、不想去献血、想多笑一笑、不再熬夜。爱自己身体多一点的想法。身体里面有这些可爱生动的生命，他们为我而战～说不清楚，就是想爱惜自己！,2018-08-20 00:57:33
11210,ムルデカ,10,0,很好，,2018-08-20 01:59:28
11211,清浅心逸,10,0,血小板太萌咧\(//∇//)\,2018-08-20 02:00:36
11212,扶我起来我还,10,2,目前为止到第7集，笑的我喘不上气,2018-08-20 02:04:11
11213,老婆丙,10,0,我爱死这破站了,2018-08-20 02:29:42
11214,雪兰亭,10,0,满分满分,2018-08-20 02:48:23
11215,白泷的酷暗叶,10,0,让我想起了我们的科学课(｡･ω･｡)ﾉ,2018-08-20 02:59:03
11216,就是扶桑,10,4,很棒的一个科普类番，把尘封在记忆里关于生物的一点零碎知识记了些起来。《工作细胞》可比生物书上的只言片语好理解多了。赞赞的，加油加油(ง •̀_•́)ง,2018-08-20 02:59:24
11217,英英英英玲奈,10,0,寓教于乐,2018-08-20 03:00:52
11218,笨蛋舰长,10,0,(ಡωಡ)hiahiahia,2018-08-20 03:11:28
11219,独孤明皓,10,0,五星逆天好评,2018-08-20 03:29:35
11220,休伯利安和伯伦希尔,10,0,补分~\(≧▽≦)/~,2018-08-20 03:31:04
11221,卡通丶,10,0,666666,2018-08-20 03:32:17
11222,曦阳昔夏,10,153,血红细胞：主业 迷路  副业 运输氧气，我说为什么总是缺氧ヽ( ￣д￣;)ノ,2018-08-20 03:49:08
11223,千秋萧,10,0,看完了其实只有一个道理你并不孤独你身体还有这么多细胞为你日日夜夜的工作着你有什么资格去放弃自己的生命和伤害自己,2018-08-20 03:54:41
11224,白涵_,10,0,敲级好看，原来我们的身体也是多灾多难啊，所以我们要尽力保护自己的身体哦，不可以让可爱的血小板深陷危机哦。,2018-08-20 04:23:55
11225,麦糖乀,10,0,血小板是我的别跟我抢,2018-08-20 04:24:15
11226,jendeukielove,10,0,太好看啦啊啊啊啊啊 还可以学到很多生物知识呢 理科生一脸满足,2018-08-20 04:50:16
11227,雨诺樱沫LCX,10,0,科普类，值得一看！,2018-08-20 04:52:40
11228,仮面ラ亻ダー,10,0,萌萌哒的血小板,2018-08-20 05:08:42
11229,666银手指666,10,0,我来蹭一波热度,2018-08-20 05:13:07
11230,浮火不是火,10,0,这个番不仅热血还是个爱情番，又有不少科普，老少皆宜。最后，我觉得这个人真的顽强。,2018-08-20 05:16:50
11231,我胸大别杀我,10,0,血小板血小板血小板血小板血小板血小板,2018-08-20 05:24:06
11232,JamesHarden8,10,0,血小板天下第一萌,2018-08-20 05:37:17
11233,dyf036,10,0,有趣，还能学到知识,2018-08-20 05:52:08
11234,纯洁的污妖,10,0,反正就是好看,2018-08-20 05:55:44
11235,苇名流_空想,10,0,身为文科生被强行科普，回忆起了咱高中时原来还有一个文科生物课代表的隐藏职业。。,2018-08-20 05:58:07
11236,MYAJBABY,10,0,血小板太可爱了，hhh。,2018-08-20 06:01:33
11237,北爱尔兰的咖啡,10,0,哇，超级棒的科普番，感觉适合各个年龄段的人啊,2018-08-20 06:01:33
11238,超黑黑黑嘿诶w黑栓,10,0,真的特别好看，有趣又能科普,2018-08-20 06:06:45
11239,那么柠檬酸,10,0,好看,2018-08-20 06:07:51
11240,,8,24,虽然都很可爱 但是不准在我身体里面谈恋爱！！！,2018-08-20 06:30:37
11241,Dosdears,10,0,讲谈社良心之作，可爱科普下饭养生一体化，声优阵容超级强大，顺便为血小板疯狂打电话！！！,2018-08-20 06:46:19
11242,病魔缠身的老六,10,0,我永远喜欢血小板,2018-08-20 07:37:36
11243,泡沫之夏之莉莉,10,0,素晴らしいです,2018-08-20 07:40:12
11244,滑金条,10,0,id；物语丿历     小心这个人就是骨王来的黑子，见到了举报就行了，就是见不得工作细胞好的骨粉，自己的作品没达到预期，就开始嘴臭别人家了,2018-08-20 07:51:41
11245,浅色的千色,10,0,很不错哦，大爱血小板,2018-08-20 07:54:31
11246,Yang_Zhen,10,0,口爱,2018-08-20 08:04:35
11247,孔明g丶,10,0,血小板很可爱,2018-08-20 08:04:48
11248,吃混沌的凉鬼,10,0,很棒的番，谁看谁知道(´ε｀ ),2018-08-20 08:04:49
11249,稻草人0号,10,0,棒棒哒٩(๑ơలơ)۶♡，喜欢血小板,2018-08-20 08:05:21
11250,和加大少233,8,0,NB,2018-08-20 08:12:42
11251,一百二的青萤,10,0,红细胞真的超级可爱啊啊啊啊啊啊啊啊！！尤其是小时候！,2018-08-20 08:14:57
11252,1151596023,8,0,好看，不过后期脸画崩了,2018-08-20 09:00:29
11253,0HHM0,10,0,血小板超可爱的  给治愈了做完数学卷子的我,2018-08-20 09:17:40
11254,i徐小白,10,0,涨知识啊,2018-08-20 09:31:07
11255,Tom的小主人,10,0,好看不解释,2018-08-20 09:36:32
11256,过来-瑞依,6,0,到后面有点没意思了,2018-08-20 09:43:08
11257,圆圆的水果hhh,10,0,超级棒啊啊啊啊啊,2018-08-20 09:49:31
11258,发发牢骚是最可靠的,10,0,top1纪念,2018-08-20 10:04:23
11259,梓陌红尘,10,0,难得的科普番，感觉挺惊艳的,2018-08-20 10:34:18
11260,秋山扶息,10,0,超棒啦,2018-08-20 10:35:09
11261,桜満榛名,10,0,为了体内的血小板也要好好爱惜身体啊啊啊啊,2018-08-20 10:35:52
11262,本站第一键盘侠,10,0,很好的一部科普类动漫,2018-08-20 10:41:15
11263,可达鸭的超电磁炮,10,0,萌萌萌,2018-08-20 10:41:24
11264,一只两百斤的橘猫-,10,0,非常棒的一部番，甚至连我妈都被吸引了,2018-08-20 11:02:36
11265,浮沉一夢,10,0,简直太好看了,2018-08-20 11:03:37
11266,暗树流萤乱,6,0,莫名喜欢不起来,2018-08-20 11:40:23
11267,S-JIA-M,10,0,一部看了会惜命的番哈哈哈哈哈也更加了解了自己的身体，为了不让体内的小细胞们辛苦，要好好保护自己啊！,2018-08-20 11:44:11
11268,TruthSsssssss,10,0,用来涨知识的一部番,2018-08-20 11:56:52
11269,灬老魔仙,10,0,真的很好看,2018-08-20 12:04:46
11270,伞间,10,0,太好看了！！！,2018-08-20 12:05:11
11271,スペンサーEriri,10,0,非常好的一部剧 大家一起努力完成的结果 也因为这部番科普了很多东西 很好看 感谢陪伴!,2018-08-20 12:09:57
11272,某只受惊的Hugo,10,0,2333超级好看的说,2018-08-20 12:09:59
11273,蒙古球,10,0,体内的细胞们，辛苦了(｡σω-｡),2018-08-20 12:15:32
11274,Vivian-Kudo,10,0,巨好看的番  就是看的时候 比较激动 哈哈,2018-08-20 12:25:32
11275,三三三莫,10,0,冲着血小板来看的！！！太可爱了啊！！！！血槽已空！！！,2018-08-20 13:04:17
11276,燕聆阿,6,0,尽管碎嘴和日本式大道理较多，但我真的很感激它以拟人化的角度告诉我，每天都有三十七兆四万亿细胞有条不紊，精力充沛，为了我的生命而努力的工作着。今天也是健康的一天啊！,2018-08-20 13:14:59
11277,KING0987,10,0,這才是教育類動畫  連我這種中年人也能學到東西,2018-08-20 13:33:11
11278,SHHLS,10,0,很好,2018-08-20 13:46:58
11279,aluba920,10,0,唯一一部和不看动画的老婆一起看的动画，很说明问题了吧，好看！,2018-08-20 14:14:37
11280,彼方しょうじょ,10,0,（っ╹◡╹)ﾉ,2018-08-20 14:29:20
11281,不摇碧莲Excel,10,0,看来要去献血了，哈哈哈,2018-08-20 14:30:37
11282,之乐w,10,0,感觉提材很好，本人很喜欢,2018-08-20 14:40:30
11283,琼玖x,10,0,血小板，好可爱，好可爱！！！o(≧v≦)o,2018-08-20 15:03:21
11284,淸涩i,10,0,稳,2018-08-20 15:16:04
11285,呆毛王-阿尔托利亚,10,0,不错,2018-08-20 15:19:14
11286,Hattto,6,0,说实话一般吧,2018-08-20 15:51:02
11287,1总在0后面,10,0,一边看动漫，一边被科普23333,2018-08-20 16:14:55
11288,老豹子,10,1,挺好!,2018-08-20 16:23:27
11289,刀刀毙命刀,10,0,2018年8月20号13点58分，爷爷因为肺癌去世，肺癌扩散至脑部，痛苦了三天。,2018-08-20 16:31:22
11290,Carl_Johnson_666,2,0,野蛮番剧，误导青少年。建议封杀，，，          创持，，，,2018-08-20 16:31:35
11291,彳彳彳亍亍,10,1,超级好看！,2018-08-20 16:36:38
11292,衣冠兼盗贼饕餮用斯须,10,0,我有姿势我自豪,2018-08-20 17:02:27
11293,鎏零飞羽,10,1,好看，既能满足看番的乐趣，有可以学习到知识，对学生党十分不错,2018-08-20 17:13:40
11294,可Q可洛,6,1,对话情节等有点蠢，但作为小孩子的科普片也不错了,2018-08-20 17:54:24
11295,椎名真白の小旭,10,0,我还是个单身狗，他们都在我体内讨论繁殖了,2018-08-20 18:00:43
11296,PODY,2,0,不好意思，我不想随大流说些赞美的话。我不喜欢。剧情拖沓无味很容易致睡，女主设定也是我最讨厌的那种。怎么说呢，公主。这番既不热血，也不搞笑，更不温情。我觉得挺难看的。,2018-08-20 18:20:39
11297,剑宸雪,10,0,巨好看巨好看。很少追番，但追这部超有耐心~,2018-08-20 19:12:27
11298,嘤乃w,10,1,很不错,2018-08-20 23:16:50
11299,喜欢粉丝的二蛋,10,1,好看,2018-08-20 23:27:06
11300,悲の路人,10,0,神作,2018-08-21 00:54:16
11301,苏木村长,10,0,虽然每次看基本都会被白细胞和红细胞喂狗粮，但是有血小板就够了。,2018-08-21 01:12:24
11302,雨夜寻月,10,4,血腥，暴力，可爱,2018-08-21 01:33:03
11303,杯具的波波,10,1,真是难得的好番啊，既有萌又有科普！,2018-08-21 01:33:27
11304,可爱又猥琐的小白角色,10,0,好看(°ー°〃),2018-08-21 01:40:05
11305,是青菜不是白菜,8,0,血小板萌死了,2018-08-21 02:00:25
11306,欧的凌凌,10,0,血小板太可爱了，好喜欢,2018-08-21 02:38:32
11307,六鱼丶,10,0,单身狗看细胞在我身体里谈恋爱,2018-08-21 03:56:27
11308,DeEclipse_,10,0,笑一笑十年少 真的要对生活乐观qaq感谢这部动漫,2018-08-21 04:47:17
11309,羽十一_,10,0,好看  血小板  一个字萌翻了,2018-08-21 04:58:46
11310,拥抱别离,10,0,磕cp真快乐,2018-08-21 04:59:31
11311,亦羽mi,10,0,很有趣的一部番,2018-08-21 05:04:10
11312,_无心し,10,0,所以那个流行性感冒到底好没好〜(￣△￣〜),2018-08-21 05:18:36
11313,三笙杉,10,0,好,2018-08-21 05:35:52
11314,溢大师,10,0,神作,2018-08-21 05:37:27
11315,没剥皮的橙子,10,0,"休息一下~休息一下~￣￣￣￣￣＼／￣￣￣￣ 　　　　∧＿∧　　　　 　　;;（´・ω・） 　 　＿旦_(っ(,,■)＿＿  　|l￣l||￣しﾞしﾞ￣|i",2018-08-21 05:38:41
11316,DAYDR1M3,10,0,很好看啊，科普的也很好！,2018-08-21 06:26:05
11317,智残仙人,10,1,(˶‾᷄ ⁻̫ ‾᷅˵)(●°u°●)​ 」,2018-08-21 07:00:39
11318,严xx,10,0,贼鸡儿好,2018-08-21 07:33:39
11319,末世生活十年,10,0,有意思,2018-08-21 07:47:16
11320,云懿之,10,9,我觉得是最近看着很舒服的番，挺有教育意义的，而且我觉得对我还挺有安慰心灵的感觉的。人活着是不容易，你的细胞都在为了你尽力的活下去，所以也请好好对待自己吧,2018-08-21 07:57:30
11321,九尾妖狐-涼茶菌,10,1,很棒！,2018-08-21 08:33:59
11322,蓝七夏,10,0,血小板让我萌出血,2018-08-21 08:53:08
11323,午大刀,10,0,8月与骨王争锋的神作,2018-08-21 09:00:24
11324,宇宙先生和小先生,10,0,如果当初我们的药理课是这样的话，我是绝对不可能犯困的~,2018-08-21 09:02:13
11325,怎么输入名字,10,0,红细胞是我的，血小板也要[doge],2018-08-21 09:26:17
11326,Echio77,2,0,～。，！,2018-08-21 09:42:07
11327,k-on平泽唯厨,10,0,我唯一拥有的老婆,2018-08-21 10:49:55
11328,最强悟吉塔,10,0,不错  既触到笑点  又长知识,2018-08-21 10:53:06
11329,Chrisy雪怡,10,0,血小板萌出一脸血,2018-08-21 11:04:01
11330,骨髓细胞,2,1,题材很好，但是作画质量真的不行.,2018-08-21 11:35:40
11331,夏得我都木讷了,10,0,生物渣福音,2018-08-21 11:39:20
11332,沐檎森,10,0,有趣，还有用，当然五星好评。,2018-08-21 11:44:00
11333,时间老人Elder,10,0,表白血小板！！！,2018-08-21 11:56:41
11334,千桜の歌,10,0,血小板超萌\(//∇//)\,2018-08-21 11:58:54
11335,樋口枫,2,0,不喜欢人设，尤其是血小板。,2018-08-21 12:11:40
11336,璃迦月,10,0,好看！,2018-08-21 12:17:55
11337,迦斐熊,10,0,癌细胞小哥哥迷之帅气,2018-08-21 12:24:58
11338,定义海洋,10,0,我从未想过癌细胞的出生是否本身就是个错误这种问题。这一集感觉把整个漫升华了一个层次！,2018-08-21 12:39:03
11339,西瓜西瓜12345,10,0,第一集就圈粉了，很好看很形象。,2018-08-21 13:45:43
11340,墓之域,10,0,(●･◡･●)ﾉ,2018-08-21 13:48:45
11341,愁之猫,10,0,作为霸权番 我只想说血小板真可爱，还有这个主因该是魔鬼,2018-08-21 13:48:46
11342,似水流年hzk,10,0,为我血小板疯狂打callw＼(>o<)／,2018-08-21 14:14:23
11343,あ神ぃ,10,0,让人身心愉快,2018-08-21 14:17:52
11344,朴彩英是我的老婆,10,0,好看,2018-08-21 14:26:29
11345,对着天空许愿,10,0,哇，很好看，平时不看动漫的，都开始追了,2018-08-21 14:40:31
11346,盘盘盘君,10,0,感觉很不错，很可爱,2018-08-21 14:54:53
11347,枕風一,10,0,声优真的是！太豪华了，画风也很清晰细腻，很干净，剧情的话也超级可爱了，虽然个人认为偏向于科普，但是这样的方式又何不是很好嘛，超有兴趣了解体内的！！看下去啊米娜~,2018-08-21 14:58:40
11348,福和格,8,0,清爽,2018-08-21 15:05:39
11349,来日纵使千歌阙丶,10,0,反正就是好看QAQ,2018-08-21 15:12:20
11350,233小郭,10,0,看了这番，再想想我还能坐在这里写评价也是一大奇迹了2333333,2018-08-21 15:35:25
11351,李逍遥Hailey,10,0,很好看,2018-08-21 15:48:00
11352,丶吃不饱的肉肉,10,0,非常好评  可以简单了解细胞的作用  医学小白也看的非常乐呵  血小板卡哇伊！,2018-08-21 16:16:45
11353,Pai欸,8,0,感觉不错脑洞很大,2018-08-21 16:47:30
11354,一二大束,10,0,很好看。emmmm前几天看了几张t细胞和白细胞的cp图，觉得莫名带感啊，吃各种cp！人物画的也都很好看！,2018-08-21 16:49:59
11355,寒冰雪月99,10,0,真的特别好看,2018-08-21 17:10:12
11356,吾乃深渊彼岸的魔王,10,0,没说的10分,2018-08-21 17:23:02
11357,手冲皮皮怪,10,0,真心不错,2018-08-21 18:36:27
11358,SashaXX,10,2,虽然说着不要在我身体里谈恋爱，但还是好喜欢看白血球和红雪球在一起啊,2018-08-21 19:25:34
11359,在地愿为连理枝w,10,1,幽默风趣，用动画的形式让大家更好的了解自己的健康和人体知识，人设也很用心可爱，非常喜欢。,2018-08-21 20:27:57
11360,CZ丶乐,10,0,让我学到了很多(*^▽^)/*,2018-08-22 00:19:10
11361,123456塔,10,0,敲可爱,2018-08-22 00:34:45
11362,羅大佐,10,0,寓教于乐,2018-08-22 00:36:31
11363,28号的猫,10,0,超级有意义啊啊啊啊啊,2018-08-22 01:04:58
11364,兰陵乄书生,10,0,好看又涨知识，轻松搞笑,2018-08-22 01:22:20
11365,Chtholly红莲,10,0,虽然也有bug但是挺好看的w,2018-08-22 01:44:47
11366,KEY-MAN,2,1,不好看，甚至有点无聊了，而且看着很尴尬。,2018-08-22 02:05:22
11367,_Rinne_Ohara_,8,0,冲着血小板直接给五星，但是怕它骄傲，就四星吧,2018-08-22 02:34:28
11368,妖异龙梦,10,13,完结了，很不舍，希望能有第二季。,2018-08-22 03:45:06
11369,丶有颜值的咸鱼,10,1,好看,2018-08-22 03:45:15
11370,丑胖单身狗,10,2,血小板muamua！,2018-08-22 04:08:58
11371,XCL岚,10,2,当做科普视频来看。。。,2018-08-22 04:13:19
11372,细雨点流光,10,8,嗯，这是一部很优秀的科普动画，另外，男女主角之间的感情太甜了，说好的很难见一次面，结果天天见，请赶紧结婚谢谢。,2018-08-22 04:48:30
11373,大漠云,10,1,很萌很好看，科普动漫hhhh,2018-08-22 05:28:23
11374,沉迷科技圈的海军上校,10,0,棒棒哒,2018-08-22 06:20:12
11375,变迁的记忆,10,0,确实很不错，科普的恰到好处，好看啊好看，就是吧。。这家公司制作方面有点不走心了。。2333333,2018-08-22 06:22:02
11376,纵横捭阖233,10,0,不错,2018-08-22 06:26:03
11377,琲世けん,6,0,有点科普作用,2018-08-22 06:49:14
11378,更好玩得起,10,1,可以说很好的一部番了,2018-08-22 07:38:11
11379,极星闪闪,8,0,整体很棒，但略有不足,2018-08-22 07:43:29
11380,是肆玖呀,10,0,nice,2018-08-22 07:57:39
11381,子兰梦雨,10,0,喜欢,2018-08-22 08:24:08
11382,蜀黍小巴,10,0,哇，血小板萌翻了,2018-08-22 08:39:27
11383,风行三叶草,10,2,为作者的脑洞叹服,2018-08-22 09:03:33
11384,ca小圳,10,0,很好看，只是更新太慢，很久才能再看一集qwq,2018-08-22 09:16:05
11385,夜空中绽放的蓝蔷薇,10,0,血洗b站追番排行,2018-08-22 09:23:40
11386,沉沉沉ww,10,0,超可爱！！,2018-08-22 09:28:55
11387,坐火箭的喵咪酱,2,0,没什么意思,2018-08-22 09:37:58
11388,绯红的玫瑰花瓣,4,1,欣赏不来，看到癌细胞那里有什么不对劲,2018-08-22 10:15:27
11389,乙坂直宇,10,0,超棒！赤白大法好,2018-08-22 11:11:22
11390,秒针爱猫,10,0,(๑3๑)是心动的感觉,2018-08-22 12:15:57
11391,坂田银时的土方酱,10,0,超棒的科普动画,2018-08-22 12:48:42
11392,此情仍可待,10,0,厉害了我的细胞!,2018-08-22 13:12:52
11393,机智聪明的小明i,10,0,血小板,2018-08-22 13:46:35
11394,疯狂的马铃薯CRAZY,10,0,超级稀饭！！！！,2018-08-22 14:16:45
11395,希望脑子是好的,10,0,完美,2018-08-22 14:29:31
11396,小天天呦day,10,0,有萌物，有狗粮，活着就是为了血小板（手动滑稽）这部番剧科普了许多人体的知识，在欢快的环境下对生物的知识进行了讲述，避免生硬细胞拟人化取得大部分宅宅的喜爱（我是个老实人快来欺负我23333）,2018-08-22 14:40:49
11397,Benzene酱,10,0,很好的一部番!,2018-08-22 14:56:17
11398,樱花凋零时的韶华,10,0,大会员的好处都有哪些，看过最新一集的朋友都来说说看。(>ω<),2018-08-22 14:57:29
11399,醉雪舞梦,10,0,好看不亏(◍˃̶ᗜ˂̶◍),2018-08-22 15:02:36
11400,金针菇才是我的菜,10,0,难得的好番呀，要好好珍惜自己的身体才行QAQ,2018-08-22 15:11:13
11401,谷湮peach,10,0,d(ŐдŐ๑),2018-08-22 15:41:19
11402,拈花一笑间,8,0,四星警告白细胞和红细胞不要在我体内谈恋爱，还有血小板我宣你！！！,2018-08-22 15:54:20
11403,顺时针不停转,10,1,好好爱惜自己的身体啊，不要辜负了这些细胞的工作。,2018-08-22 16:17:43
11404,nikenikekeni,4,1,这个名字不应该叫工作细胞，应该叫免疫系统。完全没有细胞的其他看点，只是一直在抗击病毒而已。说实话，人类的机能实在复杂，如果真的想要演的全面，确实难为作者。,2018-08-22 16:27:31
11405,在吃瓜的围观群众,10,0,可爱就是正义,2018-08-22 17:23:01
11406,我们可能会在一起,10,0,这番这么给了的吗？追番第一？,2018-08-22 22:08:12
11407,何人在唤吾,10,0,血小板是真的萌\^O^/,2018-08-22 22:43:13
11408,吾妻吾卿,6,1,觉得模式固定住了,2018-08-23 01:55:08
11409,惜梦_梦华,10,1,不多说，五星好评,2018-08-23 02:33:03
11410,qiushaneryu,10,2,平时基本都不看动漫不追番的，但是工作细胞帮我打开了新世界的大门。他不仅仅是一个优秀的科普番，更是在现在这个浮躁的社会中的一股清流。正如春雨医生说过的，只要能传播正能量，让人爱护自己身体就是好番。,2018-08-23 03:03:37
11411,烨烨月夜,4,0,除了外在人设和新颖题材以外没有什么优秀的地方，没有好的剧情，人物和情感的描绘也很一般，感官刺激上来说，出血量是很大，但是并没有猎奇番的刺激，喜剧效果的也谈不上，完全是被一些人吹的加上跟风的罢了。,2018-08-23 03:09:03
11412,李泚钰,10,0,精彩,2018-08-23 03:28:41
11413,AiRabel,10,0,给五星,2018-08-23 03:53:53
11414,来世愿入大刀剑,6,0,我不是很喜欢这个类型。。。。期待刀剑3,2018-08-23 04:05:32
11415,吉吉棒爱吃棒棒糖,10,0,巨噬细胞赛高!,2018-08-23 04:30:00
11416,月亮的影子,10,0,超级好看,2018-08-23 04:34:09
11417,苋毓憂,10,0,（っ╹◡╹)ﾉ,2018-08-23 04:38:08
11418,光光少女暖大王,10,0,好棒啊～十一区的脑洞真是大到天～真是十分好看呀～啊哈哈,2018-08-23 05:18:37
11419,彼得堡的大林桑,8,1,能非常形象的表现人体的机能，但是美化癌细胞的段落不符合价值观,2018-08-23 05:21:03
